killer,killer_location_x,killer_location_y,victim,victim_location_x,victim_location_y,time,match_id,map_name,weapon_used,cluster_5,cluster_6,kill_place,team_rank,cluster_4
ENT_Seongjang,371243.3438,420957.5,VLG_DAEVA,369583.4063,421391.9063,2020-05-09T12:03:00.669Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapSKS_C,3,0,30.0,15.0,3
WCS_EEND,360553.75,427847.7813,ENT_kAyle,361406.5,427804.7188,2020-05-09T12:03:07.433Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapAK47_C,3,0,27.0,13.0,3
ENT_indigo,371053.4063,423590.7813,STA_Piaz,370905.0313,424364.0625,2020-05-09T12:03:08.761Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapSKS_C,3,0,29.0,15.0,3
FPC_YAYAVA,369323.9063,428919.3438,DWG_DoYa,369440.1563,428747.2813,2020-05-09T12:03:09.353Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapBerylM762_C,3,0,14.0,10.0,3
STA_YunJong,369804.1563,421509.5938,ENT_Seongjang,370860.9063,421156.375,2020-05-09T12:03:10.473Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapHK416_C,3,0,31.0,16.0,3
VLG_PLIKHE,366881.7188,423675.375,VSG_Menteul,366806.9063,423706.6563,2020-05-09T12:03:10.585Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,PlayerFemale_A_C,3,0,25.0,12.0,3
VSG_WICK2D,368346.0313,424320.3438,ENT_Under,368169.9063,424381.9375,2020-05-09T12:03:11.190Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapMini14_C,3,0,9.0,14.0,3
STA_Jungdong,366823.5,423147.4688,VLG_PLIKHE,366829.8438,423619.0625,2020-05-09T12:03:13.352Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapSKS_C,3,0,32.0,16.0,3
VLG_Hikari,362303.3438,418183.6563,WCS_WaterGun,363235.6875,416646.3438,2020-05-09T12:03:37.587Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapM16A4_C,3,0,15.0,12.0,3
VSG_WICK2D,366946.125,424679.75,STA_Jungdong,366828.4688,423346.3438,2020-05-09T12:05:11.583Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,PlayerMale_A_C,3,0,9.0,14.0,3
VSG_Starlord,367666.3438,421523.1875,STA_YunJong,367699.3125,423336.3438,2020-05-09T12:05:11.587Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,PlayerFemale_A_C,3,0,28.0,14.0,3
FPC_Cross,367761.75,428641.5,STA_Hwarang,366847.4688,423759.7813,2020-05-09T12:05:11.594Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapAK47_C,3,0,7.0,10.0,3
FPC_Americano,372712.1875,423151.9063,DWG_mickey,371646.0313,422635.7813,2020-05-09T12:06:24.196Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapHK416_C,3,0,8.0,10.0,3
FPC_YAYAVA,370784.625,421858.0,VSG_Starlord,369940.0313,422263.2188,2020-05-09T12:06:46.459Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapHK416_C,3,0,14.0,10.0,3
FPC_miha,371001.1563,423809.5625,ENT_indigo,371529.5,424117.0,2020-05-09T12:06:51.223Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapHK416_C,3,0,13.0,10.0,3
FPC_Cross,370777.75,425972.7813,DWG_Corn,371781.125,424386.75,2020-05-09T12:06:52.413Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapAK47_C,3,0,7.0,10.0,3
LVG_Sparrow,339194.4063,447016.1875,VSG_Hulk,368501.875,421168.625,2020-05-09T12:06:59.139Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,PlayerMale_A_C,3,0,6.0,6.0,3
VLG_Spear,363605.1563,416853.625,LVG_ZeniTh,362539.5625,416773.9063,2020-05-09T12:07:24.117Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapHK416_C,3,0,24.0,12.0,3
WCS_Piky,361139.2188,417864.2813,LVG_Dowon,362215.4063,415890.0313,2020-05-09T12:07:24.274Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapAK47_C,3,0,26.0,13.0,3
VSG_WICK2D,370344.3438,420982.8438,FPC_YAYAVA,368328.6563,421223.625,2020-05-09T12:07:39.480Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapHK416_C,3,0,9.0,14.0,3
FPC_miha,370736.1563,421009.0313,VSG_WICK2D,371683.0,421090.7813,2020-05-09T12:07:51.012Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapHK416_C,3,0,13.0,10.0,3
LVG_Sparrow,339114.0313,446890.9375,WCS_EEND,363283.0625,434579.2813,2020-05-09T12:08:46.210Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,PlayerFemale_A_C,3,0,6.0,6.0,3
FPC_Americano,366324.875,418206.7813,WCS_Hanya,365887.0,418070.9063,2020-05-09T12:09:18.023Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapHK416_C,3,0,8.0,10.0,3
VLG_Hikari,361370.1563,417770.9063,WCS_Piky,360868.2813,417810.5,2020-05-09T12:09:21.375Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapHK416_C,3,0,15.0,12.0,3
DNW_CheongGak,371082.0625,366119.625,T1_Rex,371475.0625,366839.1875,2020-05-09T12:09:39.853Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapHK416_C,3,0,22.0,9.0,3
DWG_CRIS,370824.5938,417546.1563,FPC_miha,367315.4688,417481.2188,2020-05-09T12:09:39.905Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapAK47_C,3,0,23.0,11.0,3
FPC_Cross,365495.0,416701.0625,VLG_Spear,363920.625,415473.0625,2020-05-09T12:09:47.852Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,PlayerMale_A_C,3,0,7.0,10.0,3
LVG_Kali,359959.2813,417651.8438,VLG_Hikari,364057.0313,415905.9063,2020-05-09T12:09:47.857Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapHK416_C,3,0,5.0,6.0,3
FPC_Americano,370286.0625,417283.125,DWG_CRIS,370480.4063,416791.9375,2020-05-09T12:10:21.309Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapHK416_C,3,0,8.0,10.0,3
APK_Hwan2da,249198.6563,315021.5625,GRF_Minsung,217885.8594,350661.9375,2020-05-09T12:10:40.950Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,PlayerFemale_A_C,3,0,4.0,1.0,3
GRF_Minsung,217883.8125,350544.75,APK_NEFiEX,230290.0,340721.9063,2020-05-09T12:10:41.824Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,PlayerFemale_A_C,3,0,20.0,4.0,3
LVG_Sparrow,355293.5938,405648.8438,FPC_Americano,368896.3438,417699.8438,2020-05-09T12:10:48.828Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapMini14_C,3,0,6.0,6.0,3
T1_JeffLocka,372241.4063,372694.5625,DNW_CheongGak,368619.0313,373959.1875,2020-05-09T12:10:54.792Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapHK416_C,3,0,12.0,5.0,3
T1_Akad,374520.625,368225.4375,DNW_Raeng,372193.5625,369011.6563,2020-05-09T12:10:58.350Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapSCAR-L_C,3,0,11.0,5.0,3
LVG_Kali,365663.5,418525.6563,FPC_Cross,366838.1875,417989.5938,2020-05-09T12:10:59.871Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapHK416_C,3,0,5.0,6.0,3
T1_JeffLocka,374410.4375,370614.875,DNW_DG98,374658.5,368511.625,2020-05-09T12:11:36.675Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,PlayerFemale_A_C,3,0,12.0,5.0,3
T1_Akad,375396.625,368451.0625,DNW_Rage,374367.1563,356667.75,2020-05-09T12:11:46.649Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapMini14_C,3,0,11.0,5.0,3
LVG_Kali,221431.5156,363870.2813,APK_KIMGONI,214145.3906,353662.8438,2020-05-09T12:16:26.823Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapHK416_C,3,0,5.0,6.0,3
GRF_2heart,136931.3281,346020.9063,WNS_FLUX,136370.8594,347294.0,2020-05-09T12:16:57.155Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapFNFal_C,3,0,2.0,4.0,3
GRF_Asura,173605.6406,353252.2188,WNS_xBellka,174328.1563,355222.625,2020-05-09T12:19:48.982Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapHK416_C,3,0,3.0,4.0,3
GRF_Asura,173634.0938,353245.5625,WNS_UNnamde,174083.5781,354402.0938,2020-05-09T12:19:51.925Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,PlayerFemale_A_C,3,0,3.0,4.0,3
GRF_2heart,174168.6719,353784.9063,WNS_Hyeok,174559.5938,354743.2813,2020-05-09T12:19:51.936Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapHK416_C,3,0,2.0,4.0,3
GRF_2heart,180398.75,347510.125,OPGG_Dumbo,194285.0781,348732.7188,2020-05-09T12:21:58.112Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapFNFal_C,3,0,2.0,4.0,3
GRF_Asura,191086.875,338520.0625,OPGG_Silky,192493.3906,338655.9063,2020-05-09T12:22:34.997Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,PlayerMale_A_C,3,0,3.0,4.0,3
GRF_Asura,191975.1406,339137.875,OPGG_int,192972.7813,338919.0,2020-05-09T12:22:56.685Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,PlayerFemale_A_C,3,0,3.0,4.0,3
GRF_2tap,194448.2344,342147.9063,OPGG_Ayoh,196987.6563,341596.3438,2020-05-09T12:22:56.697Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapHK416_C,3,0,19.0,4.0,3
APK_Rain1ng,188944.4219,315498.5625,LVG_Sparrow,206721.8906,309716.6563,2020-05-09T12:24:17.362Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapFNFal_C,3,0,16.0,1.0,3
T1_Adder,188711.7031,299162.0625,LVG_Kali,190325.5156,299263.6563,2020-05-09T12:24:59.948Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapHK416_C,3,0,21.0,5.0,3
emT_seoul,166461.7813,317714.625,AF_NN,166965.4375,319884.625,2020-05-09T12:25:22.094Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapHK416_C,3,0,17.0,2.0,3
emT_LeClo,175715.9375,319731.0313,T1_JeffLocka,188990.7813,306345.8125,2020-05-09T12:25:59.927Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapMini14_C,3,0,1.0,2.0,3
GRF_Asura,177605.3906,337706.0625,AF_Shadow,168605.1719,326519.0938,2020-05-09T12:27:05.575Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapFNFal_C,3,0,3.0,4.0,3
GRF_2heart,185869.5313,322749.0938,emT_Alphaca,173761.4375,320307.4375,2020-05-09T12:27:11.985Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapFNFal_C,3,0,2.0,4.0,3
emT_LeClo,174073.5625,315353.6563,T1_Adder,184961.3906,308303.9375,2020-05-09T12:27:20.809Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,PlayerFemale_A_C,3,0,1.0,2.0,3
emT_LeClo,174075.0313,315355.7813,T1_Akad,183628.5781,308615.6563,2020-05-09T12:27:20.817Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapMini14_C,3,0,1.0,2.0,3
AF_Daengchae,177548.5938,333268.5938,GRF_Asura,178301.8438,337061.5625,2020-05-09T12:27:36.744Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapHK416_C,3,0,18.0,3.0,3
GRF_2heart,183316.9688,335720.0625,AF_Daengchae,182478.0156,335361.9063,2020-05-09T12:28:10.047Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapHK416_C,3,0,2.0,4.0,3
AF_R0wha,182106.5938,335409.5625,GRF_2tap,183204.2344,336118.9063,2020-05-09T12:28:12.682Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,PlayerFemale_A_C,3,0,10.0,3.0,3
AF_R0wha,182041.5313,335607.9375,GRF_2heart,183264.2813,335416.125,2020-05-09T12:28:12.691Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapHK416_C,3,0,10.0,3.0,3
emT_LeClo,183330.3125,335689.875,AF_R0wha,183574.1719,336620.125,2020-05-09T12:28:34.380Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapBerylM762_C,3,0,1.0,2.0,3
emT_LeClo,180890.3125,334811.7188,APK_Rain1ng,180298.7344,333382.4375,2020-05-09T12:29:10.051Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapBerylM762_C,3,0,1.0,2.0,3
APK_Hwan2da,180553.9375,333671.2188,emT_seoul,183691.6094,334595.375,2020-05-09T12:29:11.854Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,PlayerMale_A_C,3,0,4.0,1.0,3
APK_Hwan2da,180816.0625,333554.625,emT_LeClo,180944.3125,333229.2188,2020-05-09T12:29:11.864Z,f44bc3d8-f763-49e0-82cc-88b16d64d987,Desert_Main,WeapHK416_C,3,0,4.0,1.0,3
STA_Jungdong,370865.7813,423116.375,VLG_Hikari,368256.6563,424297.5,2020-05-09T11:18:59.101Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,PlayerFemale_A_C,0,1,17.0,16.0,0
DWG_CRIS,369244.5938,424787.625,STA_Piaz,367561.3125,421575.0625,2020-05-09T11:19:09.763Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapUZI_C,0,1,7.0,12.0,0
DWG_CRIS,369258.8438,424778.9375,VLG_Spear,367304.3125,421733.4375,2020-05-09T11:19:11.181Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapUZI_C,0,1,7.0,12.0,0
VLG_PLIKHE,366699.0625,422577.5,STA_Jungdong,367039.5938,422770.3438,2020-05-09T11:19:18.973Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapAK47_C,0,1,30.0,14.0,0
STA_Jungdong,370869.5625,423148.6563,VLG_DAEVA,368401.4688,421823.625,2020-05-09T11:19:26.762Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,PlayerFemale_A_C,0,1,17.0,16.0,0
VLG_Hikari,368675.4063,424373.7188,STA_YunJong,367180.0625,423835.9375,2020-05-09T11:19:46.475Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,PlayerFemale_A_C,0,1,31.0,14.0,0
DWG_CRIS,371859.1875,424211.375,STA_Hwarang,371607.1875,424235.0,2020-05-09T11:19:46.478Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapUZI_C,0,1,7.0,12.0,0
LVG_Kali,313322.1875,415153.1563,WCS_Piky,325635.6563,411533.1563,2020-05-09T11:21:38.553Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapFNFal_C,0,1,2.0,4.0,0
DWG_Corn,376354.2813,433215.7813,FPC_YAYAVA,385723.0625,429627.375,2020-05-09T11:24:20.534Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapHK416_C,0,1,28.0,12.0,0
LVG_ZeniTh,337978.6875,362223.4688,WCS_WaterGun,336087.9063,363254.4375,2020-05-09T11:25:05.115Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapHK416_C,0,1,12.0,4.0,0
FPC_Americano,383424.1875,437004.5625,DWG_mickey,383749.0625,438667.3438,2020-05-09T11:25:59.331Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapHK416_C,0,1,6.0,6.0,0
FPC_Americano,383409.1875,436895.5938,DWG_CRIS,383734.0625,438875.3125,2020-05-09T11:26:43.416Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapHK416_C,0,1,6.0,6.0,0
FPC_Americano,383220.7813,436834.4375,DWG_DoYa,383742.4063,438462.625,2020-05-09T11:26:43.510Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,PlayerFemale_A_C,0,1,6.0,6.0,0
ENT_indigo,472560.625,321668.4375,WNS_Hyeok,475370.8125,322846.75,2020-05-09T11:31:25.137Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapHK416_C,0,1,13.0,5.0,0
ENT_Seongjang,467440.0,320381.5,WNS_FLUX,466285.3125,322625.5625,2020-05-09T11:31:32.610Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,PlayerFemale_A_C,0,1,21.0,5.0,0
ENT_indigo,472633.5,321679.4063,WNS_UNnamde,476648.625,322065.6875,2020-05-09T11:31:35.234Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,PlayerFemale_A_C,0,1,13.0,5.0,0
ENT_kAyle,489383.3438,339126.4063,WNS_xBellka,479369.0625,325746.0,2020-05-09T11:31:35.248Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapFNFal_C,0,1,20.0,5.0,0
OPGG_Ayoh,451409.75,317223.7188,emT_seoul,452085.2188,320398.9063,2020-05-09T11:33:40.162Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapHK416_C,0,1,19.0,3.0,0
OPGG_Silky,448837.2188,318494.7813,emT_Draft,452783.375,322791.4063,2020-05-09T11:33:48.220Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,PlayerFemale_A_C,0,1,5.0,3.0,0
FPC_Cross,468262.4688,359533.2188,OPGG_Ayoh,451410.7813,317298.7188,2020-05-09T11:33:51.548Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapMini14_C,0,1,22.0,6.0,0
LVG_Kali,425708.7188,334907.0313,T1_Adder,449170.0,348644.625,2020-05-09T11:34:54.954Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapFNFal_C,0,1,2.0,4.0,0
WCS_Hanya,401163.625,345111.1875,LVG_Sparrow,400421.5625,349659.0,2020-05-09T11:35:25.372Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapHK416_C,0,1,29.0,13.0,0
FPC_miha,461061.1563,342895.3438,emT_Alphaca,462876.4375,333980.125,2020-05-09T11:35:40.518Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,ProjGrenade_C,0,1,23.0,6.0,0
DNW_DG98,438430.9063,306703.375,FPC_miha,462167.4375,336917.625,2020-05-09T11:35:52.805Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapFNFal_C,0,1,8.0,1.0,0
LVG_Dowon,424550.125,340984.0,WCS_EEND,402071.9063,335091.5938,2020-05-09T11:36:13.015Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapFNFal_C,0,1,11.0,4.0,0
OPGG_int,446773.5938,318672.875,WCS_Hanya,400367.7188,336340.9375,2020-05-09T11:36:18.251Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapMini14_C,0,1,18.0,3.0,0
T1_JeffLocka,456024.7188,348338.4063,DWG_Corn,446727.2813,351468.4063,2020-05-09T11:36:19.551Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapMini14_C,0,1,16.0,8.0,0
GRF_Minsung,418483.0625,275578.9688,APK_NEFiEX,410240.4688,287341.3125,2020-05-09T11:36:45.889Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,PlayerFemale_A_C,0,1,15.0,7.0,0
emT_LeClo,443884.9375,340013.1563,T1_Rex,445889.625,340473.7813,2020-05-09T11:38:30.120Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapAK47_C,0,1,27.0,11.0,0
OPGG_Dumbo,447361.4688,318925.3125,AF_R0wha,411059.7188,296355.9063,2020-05-09T11:38:31.134Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapFNFal_C,0,1,10.0,3.0,0
T1_JeffLocka,440749.875,340666.7813,emT_LeClo,443871.2188,339988.5,2020-05-09T11:38:34.088Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,ProjGrenade_C,0,1,16.0,8.0,0
GRF_2tap,439021.7813,287090.5625,APK_KIMGONI,442526.7813,289093.2813,2020-05-09T11:38:55.177Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapHK416_C,0,1,25.0,7.0,0
GRF_2heart,436894.625,288055.0,APK_Rain1ng,429697.3125,292573.9375,2020-05-09T11:38:56.629Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,PlayerFemale_A_C,0,1,24.0,7.0,0
GRF_Minsung,443270.625,288957.9688,APK_Hwan2da,437395.125,288505.2188,2020-05-09T11:38:56.640Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapHK416_C,0,1,15.0,7.0,0
DNW_Raeng,433698.0313,305750.8438,AF_NN,421536.375,301150.0938,2020-05-09T11:39:11.221Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapMini14_C,0,1,3.0,1.0,0
APK_Hwan2da,437619.3438,289700.875,GRF_2tap,439013.4375,287105.9063,2020-05-09T11:39:12.154Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,BattleRoyaleModeController_Desert_C,0,1,26.0,10.0,0
DNW_Rage,427659.6563,302444.0313,AF_Shadow,422227.3438,301867.4375,2020-05-09T11:39:21.885Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,ProjGrenade_C,0,1,9.0,1.0,0
LVG_ZeniTh,435990.4688,338764.0,T1_JeffLocka,440963.8438,340908.5938,2020-05-09T11:40:08.991Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,ProjGrenade_C,0,1,12.0,4.0,0
LVG_Kali,443205.1875,337443.5938,T1_Akad,444033.7813,340407.3438,2020-05-09T11:40:35.841Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapHK416_C,0,1,2.0,4.0,0
DNW_Raeng,438295.375,305011.1875,GRF_2heart,435274.125,300289.4063,2020-05-09T11:41:01.507Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapHK416_C,0,1,3.0,1.0,0
DNW_CheongGak,435947.9063,302322.5625,GRF_Minsung,434327.5625,301402.2188,2020-05-09T11:41:25.795Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,PlayerFemale_A_C,0,1,1.0,1.0,0
DNW_CheongGak,435005.2188,302164.9063,GRF_Asura,433877.125,301912.5625,2020-05-09T11:41:25.808Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapHK416_C,0,1,1.0,1.0,0
LVG_Kali,446198.4688,326555.2188,ENT_Seongjang,461332.5625,315629.5938,2020-05-09T11:41:28.584Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapFNFal_C,0,1,2.0,4.0,0
ENT_Under,462839.6563,324265.8125,FPC_Cross,458363.9063,323630.375,2020-05-09T11:41:38.170Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapHK416_C,0,1,14.0,5.0,0
VSG_WICK2D,462172.6563,309712.75,ENT_kAyle,462683.6563,318707.7813,2020-05-09T11:41:42.199Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapMini14_C,0,1,4.0,2.0,0
ENT_Under,462057.2188,324193.8125,FPC_Americano,459429.9063,325844.2813,2020-05-09T11:41:48.703Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapHK416_C,0,1,14.0,5.0,0
LVG_Kali,446372.9063,326786.4375,ENT_Under,461755.75,324236.3438,2020-05-09T11:41:52.871Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapFNFal_C,0,1,2.0,4.0,0
OPGG_Silky,445695.0625,318083.9375,LVG_ZeniTh,445254.625,318035.375,2020-05-09T11:42:29.822Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapHK416_C,0,1,5.0,3.0,0
DNW_CheongGak,436332.1563,306872.625,ENT_indigo,456467.625,318307.6875,2020-05-09T11:42:33.807Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapMini14_C,0,1,1.0,1.0,0
LVG_Dowon,447954.0,319586.875,OPGG_int,448266.1875,318507.3438,2020-05-09T11:42:53.687Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapHK416_C,0,1,11.0,4.0,0
OPGG_Silky,445638.8438,318064.875,LVG_Dowon,447652.9063,320200.6875,2020-05-09T11:43:29.124Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,PlayerFemale_A_C,0,1,5.0,3.0,0
VSG_WICK2D,447011.2188,307055.3438,LVG_Kali,446820.9375,325918.0625,2020-05-09T11:43:29.135Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapMini14_C,0,1,4.0,2.0,0
DNW_CheongGak,444533.5625,302238.8125,VSG_Hulk,447026.75,303276.1875,2020-05-09T11:45:07.341Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapHK416_C,0,1,1.0,1.0,0
OPGG_Dumbo,451989.7813,316659.875,DNW_Raeng,447141.5,301689.7188,2020-05-09T11:45:08.010Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapFNFal_C,0,1,10.0,3.0,0
DNW_Rage,447039.3125,302158.875,VSG_Menteul,447653.5938,302628.7813,2020-05-09T11:45:08.460Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapHK416_C,0,1,9.0,1.0,0
DNW_Raeng,440841.1875,300969.4688,VSG_Starlord,450028.4688,299748.75,2020-05-09T11:45:27.902Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,PlayerMale_A_C,0,1,3.0,1.0,0
DNW_CheongGak,445822.375,303759.4063,OPGG_Dumbo,446570.8438,315649.5313,2020-05-09T11:46:33.601Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,PlayerFemale_A_C,0,1,1.0,1.0,0
VSG_WICK2D,447010.3438,309884.8125,OPGG_Silky,442495.9375,309265.4063,2020-05-09T11:46:33.613Z,54e99c01-83f7-48aa-ac52-878a49b4ec07,Desert_Main,WeapHK416_C,0,1,4.0,2.0,0
