match_id,timestamp,phase,center_x,center_y,radius,cluster_5,cluster_4
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:43:30.482Z,,406387.5,406387.5,579718.6875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:43:40.478Z,,406387.5,406387.5,579718.6875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:43:50.501Z,,406387.5,406387.5,579718.6875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:44:00.518Z,,406387.5,406387.5,579718.6875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:44:10.504Z,,406387.5,406387.5,579718.6875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:44:20.516Z,,406387.5,406387.5,579718.6875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:44:30.561Z,,406387.5,406387.5,579718.6875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:44:40.500Z,,406387.5,406387.5,579718.6875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:44:50.520Z,,406387.5,406387.5,579718.6875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:45:00.523Z,,406387.5,406387.5,579718.6875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:45:10.505Z,,406387.5,406387.5,579718.6875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:45:20.515Z,,406387.5,406387.5,579718.6875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:45:30.494Z,,406387.5,406387.5,579718.6875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:45:40.517Z,,406387.5,406387.5,579718.6875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:45:50.552Z,,406387.5,406387.5,579718.6875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:46:00.491Z,,406387.5,406387.5,579718.6875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:46:10.495Z,,406387.5,406387.5,579718.6875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:46:20.540Z,,406387.5,406387.5,579718.6875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:46:30.508Z,,406387.5,406387.5,579718.6875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:46:40.506Z,,406387.5,406387.5,579718.6875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:46:50.498Z,,406387.5,406387.5,579718.6875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:47:00.500Z,,406387.5,406387.5,579718.6875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:47:10.485Z,,406387.5,406387.5,579718.6875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:47:20.492Z,,406387.5,406387.5,579718.6875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:47:30.489Z,,406387.5,406387.5,579718.6875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:47:40.486Z,,406387.5,406387.5,579718.6875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:47:50.486Z,,406387.5,406387.5,579718.6875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:48:00.494Z,,398032.4375,406378.6875,567051.625,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:48:10.503Z,,389527.46875,406369.71875,554157.25,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:48:20.504Z,,381029.65625,406360.75,541273.8125,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:48:30.507Z,,372529.75,406351.78125,528387.125,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:48:40.498Z,,364040.875,406342.84375,515517.1875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:48:50.504Z,,355542.65625,406333.875,502633.09375,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:49:00.500Z,,347044.03125,406324.90625,489748.3125,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:49:10.509Z,,338540.03125,406315.9375,476855.46875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:49:20.488Z,,330059.84375,406307.0,463998.6875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:49:30.503Z,,321551.3125,406298.03125,451098.96875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:49:40.488Z,,313064.6875,406289.09375,438232.4375,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:49:50.498Z,,304560.25,406280.125,425338.875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:50:00.496Z,,296064.65625,406271.15625,412458.75,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:50:10.486Z,,287575.0625,406262.21875,399587.71875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:50:20.491Z,,279074.4375,406253.25,386699.9375,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:50:30.494Z,,270574.28125,406244.28125,373812.9375,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:50:40.493Z,,262077.0625,406235.3125,360930.34375,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:50:50.488Z,,253583.953125,406226.375,348053.96875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:51:00.484Z,,245090.046875,406217.40625,335176.40625,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:51:10.488Z,,236589.484375,406208.4375,322288.75,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:51:20.490Z,,228090.3125,406199.46875,309403.1875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:51:30.495Z,,219589.171875,406190.5,296514.65625,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:51:40.488Z,,211096.8125,406181.5625,283639.4375,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:51:50.489Z,,202598.765625,406172.59375,270755.59375,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:52:00.488Z,,194104.875,406163.625,257878.03125,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:52:10.487Z,,185606.78125,406154.6875,244994.125,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:52:20.498Z,,177100.53125,406145.71875,232097.84375,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:52:30.486Z,,176961.796875,406145.5625,231887.484375,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:52:40.489Z,,176961.796875,406145.5625,231887.484375,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:52:50.487Z,,176961.796875,406145.5625,231887.484375,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:53:00.495Z,,176961.796875,406145.5625,231887.484375,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:53:10.486Z,,176961.796875,406145.5625,231887.484375,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:53:20.484Z,,176961.796875,406145.5625,231887.484375,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:53:30.484Z,,176961.796875,406145.5625,231887.484375,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:53:40.493Z,,176961.796875,406145.5625,231887.484375,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:53:50.496Z,,176961.796875,406145.5625,231887.484375,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:54:00.494Z,,171802.4375,406408.46875,223523.78125,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:54:10.501Z,,166435.09375,406681.9375,214822.921875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:54:20.498Z,,161072.46875,406955.1875,206129.71875,0,0
59ade283-0d45-49fc-8fd1-38f97289be81,2020-05-09T12:54:30.490Z,,155711.921875,407228.34375,197439.875,0,0
