killer,killer_location_x,killer_location_y,victim,victim_location_x,victim_location_y,time,match_id,map_name,weapon_used,cluster_5,kill_place,team_rank,cluster_4
APK_KIMGONI,362304.4688,412718.7813,ENT_Under,362051.2188,413052.4688,2020-05-09T12:44:43.219Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapBerreta686_C,0,21.0,3.0,0
GRF_Asura,372893.1875,403995.6563,DNW_CheongGak,372943.1563,403452.4063,2020-05-09T12:44:43.233Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapHK416_C,0,30.0,12.0,0
T1_Adder,357928.4688,399832.75,WNS_xBellka,358149.4375,399916.9375,2020-05-09T12:44:45.917Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapThompson_C,0,19.0,2.0,0
DNW_Rage,370934.875,405143.4375,GRF_Minsung,372038.75,401165.2813,2020-05-09T12:44:46.541Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapBerylM762_C,0,15.0,15.0,0
FPC_Americano,363718.1563,413252.0625,ENT_indigo,363346.3438,413284.7813,2020-05-09T12:44:48.169Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapM1911_C,0,34.0,14.0,0
WCS_Piky,365110.625,416997.4375,FPC_Cross,365973.3125,416026.1875,2020-05-09T12:44:49.881Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapThompson_C,0,29.0,10.0,0
WCS_Hanya,367531.5625,416732.4688,FPC_YAYAVA,366074.3438,416026.6563,2020-05-09T12:44:50.334Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapBerylM762_C,0,5.0,10.0,0
FPC_miha,360416.6875,412489.3438,ENT_kAyle,358869.4063,411538.875,2020-05-09T12:44:51.331Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapUZI_C,0,35.0,14.0,0
ENT_Seongjang,357836.4688,411213.125,FPC_miha,359997.0313,412179.0625,2020-05-09T12:44:53.736Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapHK416_C,0,12.0,11.0,0
WCS_Hanya,367568.2813,416758.1563,APK_Rain1ng,365792.9063,415913.9063,2020-05-09T12:44:53.993Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapBerylM762_C,0,5.0,10.0,0
GRF_Minsung,372300.7813,401114.5625,DNW_Raeng,371967.3438,401283.5,2020-05-09T12:44:56.215Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,PlayerFemale_A_C,0,31.0,12.0,0
WNS_FLUX,359484.875,400243.625,T1_Adder,359259.5938,399986.8438,2020-05-09T12:44:58.062Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapUZI_C,0,36.0,16.0,0
DNW_Rage,372893.625,403894.3438,GRF_Asura,373291.9063,403765.3438,2020-05-09T12:45:01.241Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapSCAR-L_C,0,15.0,15.0,0
T1_JeffLocka,358861.3438,400292.6563,WNS_FLUX,359080.875,400154.125,2020-05-09T12:45:02.152Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapBizonPP19_C,0,7.0,2.0,0
T1_Rex,358394.4375,401390.125,WNS_UNnamde,356707.875,398377.8438,2020-05-09T12:45:03.809Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,PlayerFemale_A_C,0,6.0,2.0,0
T1_Rex,358346.2188,401429.5,WNS_Hyeok,355357.125,398221.3125,2020-05-09T12:45:03.815Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapBizonPP19_C,0,6.0,2.0,0
AF_Shadow,398206.5938,356518.875,STA_YunJong,397271.3438,355138.0,2020-05-09T12:45:05.058Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapUMP_C,0,33.0,13.0,0
AF_Daengchae,372689.7813,362598.3438,DWG_CRIS,370722.0625,361857.9063,2020-05-09T12:45:10.086Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapM16A4_C,0,14.0,13.0,0
GRF_2tap,371561.75,400888.3438,DNW_DG98,371878.3125,401573.2813,2020-05-09T12:45:13.411Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapAK47_C,0,13.0,12.0,0
AF_NN,396176.6563,355704.75,STA_Piaz,395219.4688,356071.6875,2020-05-09T12:45:31.955Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapUMP_C,0,32.0,13.0,0
STA_Piaz,395225.5625,356100.5,AF_Shadow,396105.625,355664.1563,2020-05-09T12:45:40.623Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapVSS_C,0,27.0,9.0,0
GRF_2tap,374219.1875,403743.4688,DNW_Rage,373635.625,404453.625,2020-05-09T12:46:00.781Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapAK47_C,0,13.0,12.0,0
STA_Hwarang,394532.4688,357576.0625,AF_NN,395626.7188,358141.4063,2020-05-09T12:46:08.894Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapUMP_C,0,11.0,9.0,0
DWG_Corn,368196.7188,361127.1875,AF_R0wha,368920.3125,359955.9375,2020-05-09T12:46:10.732Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapAK47_C,0,26.0,8.0,0
APK_Hwan2da,366231.6563,415941.0313,WCS_Piky,365120.625,417006.0,2020-05-09T12:46:14.969Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,PlayerFemale_A_C,0,20.0,3.0,0
OPGG_Silky,372963.4688,400089.5,GRF_2tap,373889.0313,400132.1563,2020-05-09T12:46:19.161Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapUZI_C,0,4.0,5.0,0
APK_NEFiEX,364092.0313,413798.4688,FPC_Americano,363726.3438,413782.7813,2020-05-09T12:46:20.198Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapThompson_C,0,2.0,3.0,0
AF_Daengchae,369139.3125,359922.2188,DWG_Corn,368190.0625,360931.3438,2020-05-09T12:46:48.834Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapSCAR-L_C,0,14.0,13.0,0
VSG_Hulk,364527.0625,366843.8438,AF_Daengchae,369560.7813,362416.3438,2020-05-09T12:47:44.791Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapHK416_C,0,10.0,6.0,0
STA_Hwarang,404588.875,370050.7813,VLG_Spear,405216.4375,372651.0625,2020-05-09T12:48:11.574Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapSCAR-L_C,0,11.0,9.0,0
WCS_EEND,368384.9063,416638.5,APK_KIMGONI,367992.6563,416800.4375,2020-05-09T12:48:21.789Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapBerylM762_C,0,28.0,10.0,0
WCS_Hanya,368654.1875,416652.0625,APK_Hwan2da,367830.9063,417128.9063,2020-05-09T12:48:22.047Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapBerylM762_C,0,5.0,10.0,0
VLG_Hikari,396012.7813,348482.0625,STA_Jungdong,395866.6563,348364.7188,2020-05-09T12:48:24.727Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapBerylM762_C,0,23.0,4.0,0
OPGG_Silky,372887.9375,403686.0625,GRF_2heart,373673.8438,403561.4375,2020-05-09T12:48:38.290Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapUZI_C,0,4.0,5.0,0
OPGG_Silky,373392.5,402689.3125,DWG_DoYa,373557.3438,402757.4375,2020-05-09T12:49:01.597Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapUZI_C,0,4.0,5.0,0
ENT_Seongjang,356779.4375,409307.7813,VSG_Menteul,356645.4063,409463.0,2020-05-09T12:49:20.108Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapUZI_C,0,12.0,11.0,0
VSG_Starlord,356155.625,409191.0625,ENT_Seongjang,356590.4688,409437.3438,2020-05-09T12:49:20.233Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapBerylM762_C,0,25.0,6.0,0
T1_Akad,365872.6563,408963.3125,WCS_WaterGun,366496.875,411101.7813,2020-05-09T12:49:29.714Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapSCAR-L_C,0,1.0,2.0,0
APK_NEFiEX,364022.7188,417013.4063,WCS_Hanya,364539.3125,416981.0313,2020-05-09T12:49:54.567Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,PlayerFemale_A_C,0,2.0,3.0,0
APK_NEFiEX,364032.0625,417015.8438,WCS_EEND,364404.4063,416960.1563,2020-05-09T12:49:54.572Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapBerylM762_C,0,2.0,3.0,0
VLG_DAEVA,398185.4375,385031.5,STA_Hwarang,402796.1875,389132.9375,2020-05-09T12:50:25.592Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapFNFal_C,0,24.0,4.0,0
T1_Akad,366079.2188,406639.9063,OPGG_Silky,372878.5,401558.625,2020-05-09T12:50:25.918Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapFNFal_C,0,1.0,2.0,0
OPGG_int,373740.9063,400840.1875,DWG_mickey,373427.625,400867.0625,2020-05-09T12:50:28.434Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapAK47_C,0,8.0,5.0,0
LVG_Kali,387868.625,458087.5,emT_LeClo,390662.5625,457572.1875,2020-05-09T12:50:55.375Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapAK47_C,0,17.0,1.0,0
VSG_Hulk,371790.625,399048.3438,OPGG_Dumbo,370898.0625,398764.1875,2020-05-09T12:51:43.569Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapHK416_C,0,10.0,6.0,0
OPGG_int,369114.8438,399027.9375,VSG_WICK2D,367626.125,399290.9375,2020-05-09T12:51:47.041Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapAK47_C,0,8.0,5.0,0
LVG_ZeniTh,390618.2813,453353.0625,emT_seoul,390390.4063,457972.7188,2020-05-09T12:51:47.509Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapHK416_C,0,3.0,1.0,0
OPGG_Ayoh,373043.1875,398488.75,VSG_Hulk,370545.4063,398458.4688,2020-05-09T12:51:51.382Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,PlayerMale_A_C,0,9.0,5.0,0
LVG_Sparrow,400749.3438,460089.125,emT_Alphaca,397162.1563,455880.3438,2020-05-09T12:52:02.569Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,PlayerFemale_A_C,0,18.0,1.0,0
LVG_ZeniTh,390638.1563,453941.1875,emT_Draft,393835.3438,455007.1875,2020-05-09T12:52:02.578Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapHK416_C,0,3.0,1.0,0
OPGG_Ayoh,372569.9063,398887.625,VLG_DAEVA,373292.0625,396033.5,2020-05-09T12:52:13.832Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapHK416_C,0,9.0,5.0,0
APK_NEFiEX,364890.3438,417573.625,VSG_Starlord,364461.75,417002.75,2020-05-09T12:52:45.329Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapBerylM762_C,0,2.0,3.0,0
VLG_PLIKHE,373691.4375,403451.0625,OPGG_Ayoh,373634.5,403921.4063,2020-05-09T12:53:22.296Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapHK416_C,0,22.0,4.0,0
T1_JeffLocka,367881.1563,399627.4375,OPGG_int,368930.7188,399882.5,2020-05-09T12:53:26.329Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapHK416_C,0,7.0,2.0,0
T1_Akad,375772.625,398126.0,VLG_Hikari,373395.7813,402410.6563,2020-05-09T12:54:38.871Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,ProjGrenade_C,0,1.0,2.0,0
T1_Akad,373544.9375,403378.1875,VLG_PLIKHE,373622.0625,403725.9063,2020-05-09T12:54:43.378Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapSCAR-L_C,0,1.0,2.0,0
LVG_ZeniTh,195909.2031,338920.3438,APK_NEFiEX,200572.7031,337762.3438,2020-05-09T12:58:37.006Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapHK416_C,0,3.0,1.0,0
LVG_Dowon,128656.7578,366462.9375,T1_Akad,127881.7656,372016.3438,2020-05-09T13:09:20.688Z,59ade283-0d45-49fc-8fd1-38f97289be81,Baltic_Main,WeapHK416_C,0,16.0,1.0,0
APK_Rain1ng,556995.125,128680.9766,AF_NN,556858.75,128611.1094,2020-05-09T10:32:09.743Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapBerylM762_C,0,8.0,2.0,0
emT_Alphaca,244451.3906,279233.9375,VSG_Starlord,250805.875,298263.6875,2020-05-09T10:36:54.708Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapHK416_C,0,5.0,1.0,0
DWG_DoYa,266246.875,205147.5,WNS_Hyeok,265210.2188,216786.2813,2020-05-09T10:39:24.927Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapMini14_C,0,25.0,12.0,0
GRF_Minsung,237768.4375,436159.2188,T1_JeffLocka,238126.0156,435398.0625,2020-05-09T10:40:08.060Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapHK416_C,0,14.0,15.0,0
GRF_Minsung,237702.2344,435978.625,T1_Akad,242115.875,436084.625,2020-05-09T10:40:40.396Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapHK416_C,0,14.0,15.0,0
GRF_Asura,241630.9375,436101.3125,T1_Adder,243784.6875,435977.5,2020-05-09T10:40:44.901Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,PlayerFemale_A_C,0,27.0,15.0,0
VLG_Hikari,245621.0313,436313.0625,T1_Rex,244275.6719,436154.75,2020-05-09T10:40:44.910Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,ProjGrenade_C,0,13.0,14.0,0
STA_Piaz,237868.5156,420222.3438,GRF_Minsung,241262.1563,435174.125,2020-05-09T10:40:46.765Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapFNFal_C,0,1.0,4.0,0
STA_Piaz,237783.3125,420290.625,GRF_Asura,242525.0781,435753.2188,2020-05-09T10:40:48.773Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapFNFal_C,0,1.0,4.0,0
GRF_2heart,240731.3594,438715.7188,GRF_2tap,242243.1406,439067.75,2020-05-09T10:42:18.423Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,PlayerFemale_A_C,0,73.0,15.0,0
VLG_Hikari,241466.2188,439020.1875,GRF_2heart,240697.3906,438819.2813,2020-05-09T10:42:18.434Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapSCAR-L_C,0,13.0,14.0,0
DWG_Corn,264596.2188,232074.4531,WNS_xBellka,268980.8438,234131.6406,2020-05-09T10:43:35.989Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,PlayerFemale_A_C,0,11.0,12.0,0
WCS_EEND,242506.0938,439238.4375,VLG_PLIKHE,242121.4375,438572.1563,2020-05-09T10:43:37.432Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapHK416_C,0,4.0,5.0,0
DWG_Corn,268265.2188,232478.375,WNS_UNnamde,270596.4063,232418.7969,2020-05-09T10:43:38.820Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapHK416_C,0,11.0,12.0,0
WCS_WaterGun,242854.1719,436846.625,VLG_Hikari,241636.2813,437192.0313,2020-05-09T10:43:48.286Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapHK416_C,0,20.0,5.0,0
VLG_Spear,241959.9375,436659.3125,WCS_WaterGun,242783.0313,436820.125,2020-05-09T10:43:50.774Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapHK416_C,0,12.0,14.0,0
WCS_EEND,242155.3281,439280.9375,VLG_DAEVA,240879.0469,438488.375,2020-05-09T10:43:59.646Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapHK416_C,0,4.0,5.0,0
VLG_Spear,242022.1563,436471.625,WCS_Hanya,241596.6563,438948.5,2020-05-09T10:43:59.874Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,PlayerFemale_A_C,0,12.0,14.0,0
STA_Piaz,237870.6406,418812.5938,VLG_Spear,240429.8281,439032.5938,2020-05-09T10:44:16.343Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapFNFal_C,0,1.0,4.0,0
DWG_CRIS,265186.1563,215293.875,WNS_FLUX,274904.9375,213876.9531,2020-05-09T10:45:17.689Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapMini14_C,0,26.0,12.0,0
emT_seoul,183074.1719,446678.625,OPGG_Ayoh,183482.9063,444792.125,2020-05-09T10:46:36.738Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapHK416_C,0,3.0,1.0,0
DWG_DoYa,266811.7188,296339.625,DWG_mickey,266657.4375,296635.3125,2020-05-09T10:46:46.206Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,Uaz_C_01_C,0,25.0,12.0,0
DWG_Corn,271618.9063,308001.75,DWG_Corn,271618.9063,308001.75,2020-05-09T10:46:50.209Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,PlayerFemale_A_C,0,11.0,12.0,0
FPC_Cross,258000.3281,421731.3438,FPC_Cross,258000.3281,421731.3438,2020-05-09T10:47:08.880Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,PlayerFemale_A_C,0,65.0,11.0,0
DNW_Raeng,257865.7969,423736.9063,FPC_miha,257838.3125,422968.3438,2020-05-09T10:47:08.887Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,PlayerFemale_A_C,0,2.0,6.0,0
DNW_Raeng,258018.3906,423636.0625,FPC_Americano,258386.4531,421574.0,2020-05-09T10:47:08.897Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,PlayerFemale_A_C,0,2.0,6.0,0
DNW_Raeng,258180.2813,423280.9063,FPC_YAYAVA,259030.2188,419889.5,2020-05-09T10:47:08.907Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapHK416_C,0,2.0,6.0,0
LVG_Sparrow,295316.9375,448987.6563,AF_R0wha,318487.7188,432141.3125,2020-05-09T10:47:21.135Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,PlayerFemale_A_C,0,23.0,7.0,0
DNW_Rage,264068.0938,408037.7813,AF_Shadow,263669.9375,412082.0625,2020-05-09T10:47:21.141Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,PlayerFemale_A_C,0,22.0,6.0,0
DNW_CheongGak,260368.25,418073.7813,AF_Daengchae,263431.625,412893.375,2020-05-09T10:47:21.149Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapHK416_C,0,21.0,6.0,0
WCS_EEND,243456.3906,439460.7813,OPGG_Silky,239453.4063,441452.75,2020-05-09T10:48:20.370Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,BP_MolotovFireDebuff_C,0,4.0,5.0,0
WCS_EEND,239607.6406,439022.9375,OPGG_Dumbo,240946.4219,440041.875,2020-05-09T10:48:23.983Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,PlayerFemale_A_C,0,4.0,5.0,0
WCS_Piky,237162.3125,422270.625,OPGG_int,240971.0469,438805.5,2020-05-09T10:48:23.994Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapFNFal_C,0,19.0,5.0,0
VSG_WICK2D,250169.8125,395605.5625,STA_Hwarang,251933.5938,410935.6563,2020-05-09T10:49:11.802Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapFNFal_C,0,18.0,3.0,0
ENT_indigo,247573.5313,427990.9063,WCS_EEND,229140.9531,433333.1875,2020-05-09T10:50:09.147Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapMini14_C,0,24.0,8.0,0
APK_Rain1ng,268878.0,395850.0313,LVG_Dowon,266255.875,399901.3438,2020-05-09T10:50:51.449Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapSCAR-L_C,0,8.0,2.0,0
DNW_Raeng,255771.7344,423488.0625,ENT_Seongjang,255151.5938,423379.7813,2020-05-09T10:51:25.273Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,PlayerFemale_A_C,0,2.0,6.0,0
DNW_Raeng,257927.875,422430.625,ENT_Under,253856.8906,425374.5938,2020-05-09T10:51:25.283Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,PlayerMale_A_C,0,2.0,6.0,0
STA_YunJong,251934.3906,411121.8438,ENT_indigo,250809.9688,427076.5938,2020-05-09T10:51:25.294Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,PlayerFemale_A_C,0,10.0,4.0,0
DNW_Raeng,255604.9531,423130.5625,ENT_kAyle,254171.6875,425044.5938,2020-05-09T10:51:25.305Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapHK416_C,0,2.0,6.0,0
VSG_Menteul,251478.6563,394329.5,LVG_Sparrow,263512.2188,390599.4063,2020-05-09T10:53:08.972Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapMini14_C,0,17.0,3.0,0
APK_Hwan2da,264364.1875,390518.2188,LVG_Kali,264031.8125,390467.125,2020-05-09T10:53:11.285Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapHK416_C,0,6.0,2.0,0
APK_Hwan2da,264837.2813,391444.625,LVG_ZeniTh,263064.1875,391535.5625,2020-05-09T10:53:29.356Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,ProjGrenade_C,0,6.0,2.0,0
STA_YunJong,252786.5781,402351.1563,DNW_Raeng,252422.2344,404800.9063,2020-05-09T10:53:42.339Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapHK416_C,0,10.0,4.0,0
STA_Piaz,250803.375,402719.0625,DNW_DG98,251362.2344,408710.8438,2020-05-09T10:53:53.066Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapHK416_C,0,1.0,4.0,0
STA_Piaz,251482.8125,402800.3438,DNW_Rage,251724.2969,407321.7188,2020-05-09T10:54:03.962Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,PlayerFemale_A_C,0,1.0,4.0,0
STA_Piaz,251274.8906,403297.7813,DNW_CheongGak,251877.7344,404995.9063,2020-05-09T10:54:03.973Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapHK416_C,0,1.0,4.0,0
emT_LeClo,249182.6094,374413.5,WCS_Piky,237903.6563,395945.9375,2020-05-09T10:54:59.620Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapKar98k_C,0,16.0,1.0,0
VSG_Hulk,250655.375,394415.4688,STA_YunJong,251246.3906,398157.875,2020-05-09T10:55:34.833Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,PlayerFemale_A_C,0,9.0,3.0,0
APK_Hwan2da,263955.9375,391890.3438,STA_Piaz,252712.8125,400113.5,2020-05-09T10:56:25.498Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,BattleRoyaleModeController_Def_C,0,6.0,2.0,0
VSG_Hulk,250605.0781,394592.9063,STA_Jungdong,245072.4375,395838.5938,2020-05-09T10:56:36.969Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapHK416_C,0,9.0,3.0,0
emT_seoul,243034.9375,367391.6563,VSG_WICK2D,251000.6563,394389.8438,2020-05-09T10:56:49.313Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapMini14_C,0,3.0,1.0,0
emT_seoul,243034.8594,367391.7188,VSG_Hulk,250950.7813,394503.4688,2020-05-09T10:56:59.510Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,BattleRoyaleModeController_Def_C,0,3.0,1.0,0
APK_NEFiEX,255502.3594,389869.5,VSG_Menteul,251417.8594,385204.5,2020-05-09T10:57:16.133Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapHK416_C,0,7.0,2.0,0
emT_Draft,248529.4219,366255.4688,APK_KIMGONI,262913.2188,377341.625,2020-05-09T10:58:03.666Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,PlayerMale_A_C,0,15.0,1.0,0
APK_NEFiEX,245528.8906,386513.0625,emT_LeClo,247204.875,373967.625,2020-05-09T10:59:08.070Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,PlayerMale_A_C,0,7.0,2.0,0
emT_Alphaca,243843.6719,374882.3438,APK_Hwan2da,245648.7813,380359.625,2020-05-09T11:00:11.973Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapHK416_C,0,5.0,1.0,0
emT_seoul,254081.3281,375758.9375,APK_Rain1ng,250722.9375,378829.7813,2020-05-09T11:00:33.312Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapHK416_C,0,3.0,1.0,0
emT_Alphaca,247708.1719,373861.1875,APK_NEFiEX,249606.2344,377983.0625,2020-05-09T11:00:50.871Z,9dbed8c0-a780-4eb0-a377-c8b6239f5821,Baltic_Main,WeapHK416_C,0,5.0,1.0,0
STA_YunJong,286066.7813,399779.9063,VLG_Hikari,284995.8438,398947.5938,2020-05-09T09:51:15.228Z,bad3416a-1efb-46a7-80a1-39a34e4c2ad5,Baltic_Main,WeapThompson_C,0,35.0,16.0,0
VLG_Spear,285399.75,399318.9063,STA_YunJong,285257.625,399523.1875,2020-05-09T09:51:18.209Z,bad3416a-1efb-46a7-80a1-39a34e4c2ad5,Baltic_Main,WeapBizonPP19_C,0,16.0,15.0,0
VLG_DAEVA,281862.0625,397535.625,STA_Piaz,279060.5313,396141.2188,2020-05-09T09:52:24.228Z,bad3416a-1efb-46a7-80a1-39a34e4c2ad5,Baltic_Main,PlayerFemale_A_C,0,17.0,15.0,0
ENT_indigo,324915.0938,398164.9063,STA_Jungdong,285368.2188,402530.0,2020-05-09T09:52:24.237Z,bad3416a-1efb-46a7-80a1-39a34e4c2ad5,Baltic_Main,PlayerMale_A_C,0,8.0,1.0,0
